"session_ID","island_code","site_code","lat","long","session_year","session_date","start","end","flagged","DateTime_h","Longitude360","Latitude","tot_precip","wind_u","wind_v","wave_height","wave_dir","wave_period","tot_cloud","low_cloud","pressure","surface_pressure","sst","temp_c","dew_point","Moonup","MoonAltitude","Illu","wind_sp_mdnt","subisland_code","site_name","session_month","session_day","series_ID","app_sunset","std_ending","net_open_1","net_close_1","net_open_2","net_close_2","net_open_3","net_close_3","net_open_4","net_close_4","net_open_5","net_close_5","min","min_std","ASSP","ASSPstd","CPUEraw","CPUEstd","BPfreq_Y","BPfreq_N","net_mesh","net_dim","spp_audio_file","dB_level","speaker_system","org","notes","flagged_notes","moonT","moonT_std","moonIndex","moonIndex_std","wind_sp"
"2017-06-20_SCI_SR","SCI","SR",34.047666,-119.547674,2017,2017-06-20,2017-06-20 21:15:00,2017-06-21 00:00:00,"N",2017-06-21,240.452326,34.047666,0,6.05562214780581,-0.112960003279225,1.29644963580024,265.57462948052,7.50404292698584,0.0116887674911876,0.0116887674911876,100862.690889514,100959.813024545,291.034013647436,290.584518524124,288.353917388476,0,-36.9397434467038,0.116834802016409,6.05667561945801,"SR","Scorpion Rock",6,20,2,2017-06-20 20:13:51,2017-06-21 01:31:51,2017-06-20 21:15:00,2017-06-21 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,165,165,8,8,0.0484848484848485,0.0484848484848485,0.375,0.625,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","7 bounce-outs. Ended early due to wind.",NA,0,0,0,0,6.05667561945801
"2017-06-22_SBI_AP","SBI","AP",33.487622,-119.028535,2017,2017-06-22,2017-06-22 20:30:00,2017-06-23 02:00:00,"N",2017-06-23,240.971465,33.487622,9.18093254901123e-07,-0.547362677259662,1.16848851814647,1.33103644542872,226.97488861649,11.1554391130146,0.988006042757084,0.988006042757084,101142.42831665,101343.181483947,291.479634929153,289.972618019321,287.234787228063,0,-37.9927199204243,0.0104209047705456,1.29033767576437,"SBI","Arch Point",6,22,1,2017-06-22 20:10:39,2017-06-23 01:28:39,2017-06-22 20:30:00,2017-06-23 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,330,298.65,27,27,0.0818181818181818,0.0904068307383225,0.222222222222222,0.777777777777778,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","3 boats in Landing Cove",NA,0,0,0,0,1.29033767576437
"2017-08-20_SCI_SR","SCI","SR",34.047666,-119.547674,2017,2017-08-20,2017-08-20 20:37:00,2017-08-21 02:00:00,"N",2017-08-21,240.452326,34.047666,2.86904142156623e-06,1.16424313688526,1.46942321848127,0.783758103894254,242.837403041156,9.24789529110652,0.210229960477927,0.210229960477927,101409.187330238,101508.515590428,292.721529213032,291.087380154905,288.300822999843,0,-41.2111928244598,0.00315050770074998,1.87474442972804,"SR","Scorpion Rock",8,20,1,2017-08-20 19:40:57,2017-08-21 00:58:57,2017-08-20 20:37:00,2017-08-21 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,323,261.95,6,6,0.0185758513931889,0.0229051345676656,0.333333333333333,0.666666666666667,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 bounce-outs. Heard BNOW vocalize ~12:00.",NA,0,0,0,0,1.87474442972804
"2016-05-02_SMI_PI","SMI","PI",34.056323,-120.332024,2016,2016-05-02,2016-05-02 19:50:00,2016-05-03 02:00:00,"N",2016-05-03,239.667976,34.056323,0,4.96553647185086,-4.63991204924606,1.63858407319462,265.222395840113,10.6293584508458,0.601536630399951,0.0137335388277662,101521.175241863,101463.917448556,286.532073912487,285.967066708266,284.528019924052,0,-46.8773281717366,0.174230169309598,6.79597942007036,"PI","Prince Island",5,2,1,2016-05-02 19:47:15,2016-05-03 01:05:15,2016-05-02 19:50:00,2016-05-03 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,370,315.25,56,56,0.151351351351351,0.177636796193497,0.517857142857143,0.482142857142857,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JF, EK. Clouds=0%, winds=5 knots.",NA,0,0,0,0,6.79597942007036
"2016-05-03_SMI_PI","SMI","PI",34.056323,-120.332024,2016,2016-05-03,2016-05-03 19:50:00,2016-05-04 02:00:00,"N",2016-05-04,239.667976,34.056323,0,4.67706652083307,-2.25234123675755,1.47379855589146,263.114295977867,10.5197281118348,0.922252910747257,0.00943036332839944,101401.942647216,101344.178544588,286.632749308733,286.20379402012,284.843237926211,0,-49.9141415524827,0.0928493275990819,5.19114556597059,"PI","Prince Island",5,3,2,2016-05-03 19:48:03,2016-05-04 01:06:03,2016-05-03 19:50:00,2016-05-04 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,370,316.05,38,38,0.102702702702703,0.120234140167695,0.447368421052632,0.552631578947368,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MJ, EK. Clouds=25%, winds= 5 knots.",NA,0,0,0,0,5.19114556597059
"2016-05-04_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-05-04,2016-05-04 20:30:00,2016-05-05 01:51:00,"N",2016-05-05,240.452326,34.047666,5.71442762207835e-06,3.97893177574001,0.56819558115602,0.840355387164474,232.050726941815,10.3702122759499,0.494697328063724,0.319396334671082,101317.816117452,101418.716327079,288.157854626766,287.081529702384,284.3594432863,0,-48.983225417964,0.0343738203636488,4.01929649247711,"SR","Scorpion Rock",5,4,1,2016-05-04 19:45:41,2016-05-05 01:03:41,2016-05-04 20:30:00,2016-05-05 01:51:00,NA,NA,NA,NA,NA,NA,NA,NA,321,273.683333333333,24,24,0.0747663551401869,0.0876925887582974,0.625,0.375,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time listed, used last capture time",NA,0,0,0,0,4.01929649247711
"2016-05-04_SMI_PI","SMI","PI",34.056323,-120.332024,2016,2016-05-04,2016-05-04 20:00:00,2016-05-05 02:00:00,"N",2016-05-05,239.667976,34.056323,2.12890440822529e-06,3.00543935012998,-1.04703788273596,1.28296685566368,250.768160820429,10.5754121641098,0.989364137152274,0.385378358994705,101327.569673867,101270.648029428,286.743738181348,286.550276722015,284.924479679344,0,-49.0740429900076,0.0343738203636488,3.18260176823836,"PI","Prince Island",5,4,3,2016-05-04 19:48:51,2016-05-05 01:06:51,2016-05-04 20:00:00,2016-05-05 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,360,306.85,37,37,0.102777777777778,0.120580087990875,0.594594594594595,0.405405405405405,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JF, EK. Clouds=1%, winds=<5 knots.",NA,0,0,0,0,3.18260176823836
"2016-05-05_SBI_AP","SBI","AP",33.487622,-119.028535,2016,2016-05-05,2016-05-05 21:30:00,2016-05-06 00:15:00,"N",2016-05-06,240.971465,33.487622,3.91046125510857e-05,1.63220999239529,-1.84531328695703,1.08992283767637,242.422860335107,10.2491781654011,0.293943509376955,0.044893412479209,101132.953374636,101334.861321777,289.372233413175,288.12681913135,284.117342861962,0,-45.2092574112211,0.0038747640181504,2.463593023674,"SBI","Arch Point",5,5,1,2016-05-05 19:43:24,2016-05-06 01:01:24,2016-05-05 21:30:00,2016-05-06 00:15:00,NA,NA,NA,NA,NA,NA,NA,NA,165,165,14,14,0.0848484848484849,0.0848484848484849,0.615384615384615,0.384615384615385,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Ended early due to wind.",NA,0,0,0,0,2.463593023674
"2016-05-05_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-05-05,2016-05-05 20:30:00,2016-05-06 02:07:00,"N",2016-05-06,240.452326,34.047666,6.16261802381017e-06,1.5756399110918,-0.287578869449525,0.882692975171738,247.947640988463,10.0019268696954,0.813025498603757,0.0341507332183785,101128.944140738,101229.853702524,288.511553976593,287.456604144542,285.335969158966,0,-44.5817262281662,0.0038747640181504,1.60166873465747,"SR","Scorpion Rock",5,5,2,2016-05-05 19:46:29,2016-05-06 01:04:29,2016-05-05 20:30:00,2016-05-06 02:07:00,NA,NA,NA,NA,NA,NA,NA,NA,337,274.483333333333,12,12,0.0356083086053412,0.0437185014269234,0.75,0.25,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 bounce-out at 21:40.",NA,0,0,0,0,1.60166873465747
"2016-05-07_SBI_ESP","SBI","ESP",33.482528,-119.041599,2016,2016-05-07,2016-05-07 22:01:00,2016-05-08 01:56:00,"N",2016-05-08,240.958401,33.482528,0,4.21757509885473,-2.21425038584039,1.01798392355417,260.352668005356,8.55115456861714,0.0372941876611783,0.0372941876611783,101445.134561976,101647.869644874,289.91603789953,288.503123325778,285.587006176149,0,-29.2789206495565,0.0334915521984505,4.76349078782292,"SBI","Elephant Seal Point",5,7,1,2016-05-07 19:44:59,2016-05-08 01:02:59,2016-05-07 22:01:00,2016-05-08 01:56:00,NA,NA,NA,NA,NA,NA,NA,NA,235,181.983333333333,17,17,0.0723404255319149,0.0934151479073177,0.764705882352941,0.235294117647059,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time listed, used last capture time",NA,0,0,0,0,4.76349078782292
"2016-06-01_SBI_AP","SBI","AP",33.487622,-119.028535,2016,2016-06-01,2016-06-01 21:00:00,2016-06-02 02:05:00,"N",2016-06-02,240.971465,33.487622,1.75914732679669e-05,2.01096729171865,-0.288304409466995,1.42161615385431,200.181959433834,12.4277317112615,1,1,101436.610728564,101638.804238895,290.374326477661,288.889265538361,286.953492463856,0,-41.0323984891467,0.113971607675684,2.03152870540398,"SBI","Arch Point",6,1,1,2016-06-01 20:02:31,2016-06-02 01:20:31,2016-06-01 21:00:00,2016-06-02 02:05:00,NA,NA,NA,NA,NA,NA,NA,NA,305,260.516666666667,16,16,0.0524590163934426,0.061416416096219,0.375,0.625,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Captured Jouanin's petrel",NA,0,0,0,0,2.03152870540398
"2016-06-01_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-06-01,2016-06-01 20:25:00,2016-06-02 02:00:00,"N",2016-06-02,240.452326,34.047666,1.71432828662351e-05,1.78543623910474,1.93910344416507,1.03531203102877,208.743730385076,11.3123531962337,1,1,101438.868028322,101539.840223628,289.258950453189,287.893166200169,286.487977218401,0,-40.8082438068893,0.113971607675684,2.635887844936,"SR","Scorpion Rock",6,1,1,2016-06-01 20:06:00,2016-06-02 01:24:00,2016-06-01 20:25:00,2016-06-02 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,335,299,17,17,0.0507462686567164,0.0568561872909699,0.8125,0.1875,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","13 bounce-outs. Heard BNOW at 22:30. Misting 22:30. 00:30 seems easier for birds to get out of net. ",NA,0,0,0,0,2.635887844936
"2016-06-02_SBI_AP","SBI","AP",33.487622,-119.028535,2016,2016-06-02,2016-06-02 21:00:00,2016-06-03 02:05:00,"N",2016-06-03,240.971465,33.487622,0,2.65271927365823,0.406037387251536,1.30802907167782,210.484032479113,10.2488507602995,0.00704988326491995,0.00704988326491995,101428.255350358,101629.990649749,290.531573936271,290.14361285312,287.266273213421,0,-42.2666693483829,0.0487146681341739,2.68361433605574,"SBI","Arch Point",6,2,2,2016-06-02 20:03:05,2016-06-03 01:21:05,2016-06-02 21:00:00,2016-06-03 02:05:00,NA,NA,NA,NA,NA,NA,NA,NA,305,261.083333333333,20,20,0.0655737704918033,0.07660389403128,0.5,0.5,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 bounce-outs",NA,0,0,0,0,2.68361433605574
"2016-06-02_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-06-02,2016-06-02 20:57:00,2016-06-03 02:00:00,"N",2016-06-03,240.452326,34.047666,0,1.21336660896946,2.048659986803,1.06003854068521,225.87840265841,9.06540724315559,0.23726977248104,0,101347.733761998,101444.905277685,289.434577055584,289.858310326626,286.592779079943,0,-41.8403402982149,0.0487146681341739,2.3810221060061,"SR","Scorpion Rock",6,2,2,2016-06-02 20:06:35,2016-06-03 01:24:35,2016-06-02 20:57:00,2016-06-03 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,303,267.583333333333,21,21,0.0693069306930693,0.0784802242292122,0.5,0.5,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 bounce-outs. ",NA,0,0,0,0,2.3810221060061
"2016-06-03_SBI_ESP","SBI","ESP",33.482528,-119.041599,2016,2016-06-03,2016-06-03 20:46:00,2016-06-04 01:46:00,"N",2016-06-04,240.958401,33.482528,0,-0.134574798513666,-1.9240343788525,1.05988933785957,209.30238351917,9.88873033357806,0.125341431034746,0.0140692475546671,101370.239377489,101572.324595051,290.745281066797,290.484869107871,288.222488647804,0,-40.5641986006818,0.0100721408496266,1.92873499149088,"SBI","Elephant Seal Point",6,3,1,2016-06-03 20:03:41,2016-06-04 01:21:41,2016-06-03 20:46:00,2016-06-04 01:46:00,NA,NA,NA,NA,NA,NA,NA,NA,300,275.683333333333,27,27,0.09,0.0979384559579229,0.62962962962963,0.37037037037037,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time recorded, used last capture time.",NA,0,0,0,0,1.92873499149088
"2016-06-03_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-06-03,2016-06-03 20:45:00,2016-06-04 02:00:00,"N",2016-06-04,240.452326,34.047666,0,0.771670411242222,0.829027217436388,0.843041038026036,217.754299234847,9.55207226013542,0.219080463278043,0.0550562312117559,101374.753977004,101473.360579784,289.791846454923,289.336280488277,287.681418571934,0,-39.9765866815705,0.0100721408496266,1.13259054862605,"SR","Scorpion Rock",6,3,3,2016-06-03 20:07:09,2016-06-04 01:25:09,2016-06-03 20:45:00,2016-06-04 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,315,280.15,15,15,0.0476190476190476,0.0535427449580582,0.6,0.4,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,NA,0,0,0,0,1.13259054862605
"2016-06-03_SMI_PI","SMI","PI",34.056323,-120.332024,2016,2016-06-03,2016-06-03 20:51:00,2016-06-04 02:00:00,"N",2016-06-04,239.667976,34.056323,0,1.87984458671056,-1.20321037149632,1.20994107613055,235.065189674045,9.69444059080285,0.792280225230037,0.700563075091938,101360.62058524,101304.391485015,287.608919847038,287.533463661378,286.585467322161,0,-39.9228786146121,0.0100721408496266,2.23193433332196,"PI","Prince Island",6,3,1,2016-06-03 20:10:19,2016-06-04 01:28:19,2016-06-03 20:51:00,2016-06-04 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,309,277.316666666667,45,45,0.145631067961165,0.162269367149468,0.422222222222222,0.577777777777778,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, MC. Clouds=100%, winds=<5 knots. First sighting 21:04",NA,0,0,0,0,2.23193433332196
"2016-06-04_SBI_ESP","SBI","ESP",33.482528,-119.041599,2016,2016-06-04,2016-06-04 21:00:00,2016-06-05 00:03:00,"N",2016-06-05,240.958401,33.482528,1.00842840389595e-06,4.57909912837703,-0.758091570778645,0.960347900993545,225.493261332885,8.13958117093325,0.135290616941083,0.135290616941083,101295.512648208,101497.78681256,290.800154050041,289.212075509071,287.592865061018,0,-36.2665922642099,0.000423233081804975,4.64142776063453,"SBI","Elephant Seal Point",6,4,2,2016-06-04 20:04:14,2016-06-05 01:22:14,2016-06-04 21:00:00,2016-06-05 00:03:00,NA,NA,NA,NA,NA,NA,NA,NA,183,183,12,12,0.0655737704918033,0.0655737704918033,0.666666666666667,0.333333333333333,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Ended early due to wind. 1 ASSP bounce-out 23:06. Vision dive boat in cove.",NA,0,0,0,0,4.64142776063453
"2016-06-04_SMI_PI","SMI","PI",34.056323,-120.332024,2016,2016-06-04,2016-06-04 20:50:00,2016-06-05 02:00:00,"N",2016-06-05,239.667976,34.056323,2.05047108792224e-05,5.36133972282527,-1.49995623864144,1.13678024231559,257.589324735968,8.80217354149165,1,1,101329.11946176,101271.27757151,288.051209314391,286.532137876042,286.071207024825,0,-35.3545520158291,0.000423233081804975,5.56721046318383,"PI","Prince Island",6,4,2,2016-06-04 20:10:52,2016-06-05 01:28:52,2016-06-04 20:50:00,2016-06-05 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,310,278.866666666667,25,25,0.0806451612903226,0.0896485775759023,0.541666666666667,0.458333333333333,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, MC. Clouds=100%, winds=<5 knots. First sighting 21:10. High overcast, brighter night than 6/3. BNOW vocal at 01:00.",NA,0,0,0,0,5.56721046318383
"2016-06-05_SMI_PI","SMI","PI",34.056323,-120.332024,2016,2016-06-05,2016-06-05 20:46:00,2016-06-06 02:00:00,"N",2016-06-06,239.667976,34.056323,1.9048092073596e-06,6.30748369853362,-4.79263822292344,1.14710224814128,283.929995349964,6.93441558455041,0.354615232020509,0.354615232020509,101088.683346558,101031.170221491,288.092740890384,287.262303285982,285.719024024991,0,-29.0381247282627,0.0193882424602949,7.92172530091104,"PI","Prince Island",6,5,3,2016-06-05 20:11:24,2016-06-06 01:29:24,2016-06-05 20:46:00,2016-06-06 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,314,283.4,20,20,0.0636942675159236,0.0705716302046577,0.3,0.7,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, MC. First sighting 21:09.",NA,1,1,0.0143359587929511,0.0143359587929511,7.92172530091104
"2016-07-05_SMI_PI","SMI","PI",34.056323,-120.332024,2016,2016-07-05,2016-07-05 20:45:00,2016-07-06 01:50:00,"N",2016-07-06,239.667976,34.056323,3.80961841471897e-06,5.14910825886218,-4.97873923740443,1.48610778900695,275.07506110353,8.12402942860858,0.960966230753971,0.960966230753971,101543.377637984,101486.32914667,289.615208338499,288.277156346281,286.279592121613,0,-27.3822667544164,0.0414500419014002,7.1624828275922,"PI","Prince Island",7,5,1,2016-07-05 20:17:25,2016-07-06 01:35:25,2016-07-05 20:45:00,2016-07-06 01:50:00,NA,NA,NA,NA,NA,NA,NA,NA,305,290.416666666667,12,12,0.039344262295082,0.0413199426111908,0.25,0.75,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MC, EK, clouds: 70%, wind: 5k, first sighting: 21:20, BAOW heard at 2113 (and possible BAOW predated WEGU chick found the following day), fishing boat with bright lights present to the SE all night btwn SRI and SMI ",NA,2,2,0.0705667713129606,0.0705667713129606,7.1624828275922
"2016-07-06_SBI_AP","SBI","AP",33.487622,-119.028535,2016,2016-07-06,2016-07-06 20:30:00,2016-07-07 02:00:00,"N",2016-07-07,240.971465,33.487622,0,4.04411849194403,-2.46782662194606,1.19664144494829,261.9757200284,7.06773242340977,0.477881372743503,0.477881372743503,101433.679607984,101634.523352738,292.853263079735,290.703765011819,288.218426560147,0,-22.7560656637825,0.095060772894286,4.73762204200265,"SBI","Arch Point",7,6,1,2016-07-06 20:10:33,2016-07-07 01:28:33,2016-07-06 20:30:00,2016-07-07 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,330,298.55,34,34,0.103030303030303,0.113883771562552,0.323529411764706,0.676470588235294,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,NA,2,2,0.172219863930594,0.172219863930594,4.73762204200265
"2016-07-06_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-07-06,2016-07-06 20:50:00,2016-07-07 02:00:00,"N",2016-07-07,240.452326,34.047666,0,4.7034783799847,-0.56836285621031,1.06710766766565,273.194523960344,6.38151147852099,0.0750766789251217,0.0750766789251217,101412.925926632,101512.392188859,292.389189699154,290.436293893231,287.63673560771,0,-22.0858189683965,0.095060772894286,4.73769408122802,"SR","Scorpion Rock",7,6,1,2016-07-06 20:14:04,2016-07-07 01:32:04,2016-07-06 20:50:00,2016-07-07 01:23:00,2016-07-07 01:25:00,2016-07-07 02:00:00,NA,NA,NA,NA,NA,NA,308,280.066666666667,20,20,0.0649350649350649,0.0714115686741251,0.25,0.75,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","speaker power off 01:23, back on 01:25",NA,2,2,0.172219863930594,0.172219863930594,4.73769408122802
"2016-07-06_SMI_PI","SMI","PI",34.056323,-120.332024,2016,2016-07-06,2016-07-06 20:44:00,2016-07-07 02:00:00,"N",2016-07-07,239.667976,34.056323,2.24095200865694e-07,7.31469339114573,-6.07539297380992,1.669974546986,296.39963188257,6.58773135949732,0.511284391070148,0.511284391070148,101484.182478675,101426.396740478,289.385693822077,288.306055524611,286.616339188352,0,-21.5387174932393,0.095060772894286,9.50868756415363,"PI","Prince Island",7,6,2,2016-07-06 20:17:14,2016-07-07 01:35:14,2016-07-06 20:44:00,2016-07-07 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,316,291.233333333333,6,6,0.0189873417721519,0.0206020373125787,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MC, EK, clouds: 90% (100% @ 00:00), wind: 5-10k, first sighting: 21:35, first call: 21:32, bright cloudy windy night, lots of avoidance",NA,3,3,0.262119815798011,0.262119815798011,9.50868756415363
"2016-07-07_SBI_ESP","SBI","ESP",33.482528,-119.041599,2016,2016-07-07,2016-07-07 20:45:00,2016-07-08 02:02:00,"N",2016-07-08,240.958401,33.482528,1.00842840389595e-06,5.55952232553749,-2.43191239108131,1.34637162540539,264.847889355228,7.00109289273595,0.166358933667007,0.166358933667007,101447.425552775,101648.876912205,292.668843577615,291.033338620011,288.488961598082,0,-16.4084086804042,0.165178999833697,6.06815345603954,"SBI","Elephant Seal Point",7,7,1,2016-07-07 20:10:23,2016-07-08 01:28:23,2016-07-07 20:45:00,2016-07-08 02:02:00,NA,NA,NA,NA,NA,NA,NA,NA,317,283.383333333333,30,30,0.0946372239747634,0.105863671116862,0.333333333333333,0.666666666666667,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,NA,3,3,0.467023445214599,0.467023445214599,6.06815345603954
"2016-07-07_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-07-07,2016-07-07 21:00:00,2016-07-08 00:18:00,"N",2016-07-08,240.452326,34.047666,1.45661880562777e-06,6.7920757526135,-1.00332409668341,1.20046412423975,274.310153049363,6.13834519108264,0.115056536401508,0.115056536401508,101401.673118887,101500.808614553,292.322152102757,290.765867501422,288.090064590196,0,-15.8003960708908,0.165178999833697,6.86578125723692,"SR","Scorpion Rock",7,7,2,2016-07-07 20:13:52,2016-07-08 01:31:52,2016-07-07 21:00:00,2016-07-08 00:18:00,NA,NA,NA,NA,NA,NA,NA,NA,198,198,12,12,0.0606060606060606,0.0606060606060606,0.583333333333333,0.416666666666667,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Wind came up around 23:00 steady 10kt gusts to 15kt, end early due to wind. 1 bouce-out.",NA,2,2,0.314483738229847,0.314483738229847,6.86578125723692
"2016-07-08_SBI_AP","SBI","AP",33.487622,-119.028535,2016,2016-07-08,2016-07-08 21:00:00,2016-07-09 02:13:00,"N",2016-07-09,240.971465,33.487622,0,5.80078810275237,-1.90045432828473,1.3135984530143,250.985622346767,7.38410649155963,0.045870019684739,0.0356156440266736,101517.502918377,101719.133808539,292.554271433083,291.251004771689,288.832614213837,0,-9.82045406259856,0.247296475462949,6.10416818796219,"SBI","Arch Point",7,8,2,2016-07-08 20:10:07,2016-07-09 01:28:07,2016-07-08 21:00:00,2016-07-09 02:13:00,NA,NA,NA,NA,NA,NA,NA,NA,313,268.116666666667,15,15,0.0479233226837061,0.0559457947410952,0.266666666666667,0.733333333333333,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","10 bounce-outs",NA,3,3,0.720315472038155,0.720315472038155,6.10416818796219
"2016-07-12_SBI_ESP","SBI","ESP",33.482528,-119.041599,2016,2016-07-12,2016-07-12 21:02:00,2016-07-13 02:00:00,"N",2016-07-13,240.958401,33.482528,0,3.44470041190707,-1.27395052319962,1.36026292296519,259.573160868878,7.9649986967719,0.00997970488151007,0.00997970488151007,101281.699321334,101482.17416893,293.22808522251,291.270065931865,288.01369734225,1,16.0611899393265,0.620171838904585,3.6727252637998,"SBI","Elephant Seal Point",7,12,2,2016-07-12 20:08:59,2016-07-13 01:26:59,2016-07-12 21:02:00,2016-07-13 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,298,264.983333333333,15,15,0.0503355704697987,0.0566073337945783,0.266666666666667,0.733333333333333,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 bounce-out.",NA,5,5,3.08164860841606,3.08164860841606,3.6727252637998
"2016-07-30_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-07-30,2016-07-30 21:30:00,2016-07-31 02:02:00,"N",2016-07-31,240.452326,34.047666,0,1.27330841697316,1.29591221867816,0.740029349232568,238.81723006353,9.33411112851656,0.0339371003921689,0.0339371003921689,101113.682099095,101212.226524232,294.112135260992,292.46354050929,289.415117583805,0,-34.4697283932228,0.0806665393010396,1.81678364238949,"SR","Scorpion Rock",7,30,1,2016-07-30 20:01:52,2016-07-31 01:19:52,2016-07-30 21:30:00,2016-07-31 02:02:00,NA,NA,NA,NA,NA,NA,NA,NA,272,229.866666666667,31,31,0.113970588235294,0.134860788863109,0.258064516129032,0.741935483870968,30,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","10+ boats anchored nearby",NA,0,0,0,0,1.81678364238949
"2016-07-31_SCI_SR","SCI","SR",34.047666,-119.547674,2016,2016-07-31,2016-07-31 20:38:00,2016-08-01 02:00:00,"N",2016-08-01,240.452326,34.047666,0,3.9658195052392,0.625150472527394,0.787707369412823,239.807985539879,9.52716932440969,0.0259411288968917,0.0259411288968917,101273.074414799,101371.87839619,294.095309749865,292.291990067713,289.787204813157,0,-37.8461613276815,0.0304804516013895,4.01478984025776,"SR","Scorpion Rock",7,31,2,2016-07-31 20:01:04,2016-08-01 01:19:04,2016-07-31 20:38:00,2016-08-01 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,322,281.066666666667,25,25,0.077639751552795,0.0889468690702086,0.16,0.84,30,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Boat with bright spotlight 21:09. 5 bounce-outs.",NA,0,0,0,0,4.01478984025776
