"session_ID","island_code","subisland_code","site_code","site_name","lat","long","month","day","year","series_ID","app_sunset","std_ending","net_open_1","net_close_1","net_open_2","net_close_2","net_open_3","net_close_3","net_open_4","net_close_4","net_open_5","net_close_5","min","min_std","ASSP","ASSPstd","CPUEraw","CPUEstd","net_mesh","net_dim","spp_audio_file","dB_level","speaker_system","data_repository","notes","flagged","flagged_notes"
"19950624_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,24,1995,2,"6/24/1995 20:10","6/25/1995 1:28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"Y","No net open time"
"19950626_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,26,1995,3,"6/26/1995 20:11","6/27/1995 1:29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"Y","No net open time"
"19950804_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,4,1995,1,"8/4/1995 19:55","8/5/1995 1:13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,8,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"Y","No net open time"
"19950805_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,5,1995,2,"8/5/1995 19:54","8/6/1995 1:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"Y","No net open time"
"19960618_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,18,1996,1,"6/18/1996 20:09","6/19/1996 1:27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"Y","No net open time"
"19990521_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,5,21,1999,1,"5/21/1999 19:55","5/22/1999 1:13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,18,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue","Duration 3 hours re 1999 PRBO report. Squid boat with bright lights arrived offshore ~1/2 mile 00:45 until 1:30","Y","No net open time"
"20040718_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,18,2004,1,"7/18/2004 20:06","7/19/2004 1:24","7/18/2004 21:45","7/18/2004 23:49","7/19/2004 0:30","7/19/2004 1:40","7/19/2004 2:00","7/19/2004 2:41",NA,NA,NA,NA,235,178.3833333,47,32,0.2,0.179388956,"ND","ND","ND","ND","ND","USGS","WNW 10 KTS SLIVER MOON, CLEAR","Y","High CPUE, need to verify"
"20040719_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,19,2004,2,"7/19/2004 20:05","7/20/2004 1:23","7/19/2004 21:30","7/20/2004 2:30",NA,NA,NA,NA,NA,NA,NA,NA,300,233.8666667,27,23,0.09,0.098346636,"ND","ND","ND","ND","ND","USGS","MINUS 5 MINUTES VOCAL OFF; W <15 KTS CLEAR, SLIVER MOON SETTING","N",NA
"20040815_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,15,2004,1,"8/15/2004 19:43","8/16/2004 1:01","8/15/2004 21:03","8/16/2004 2:31",NA,NA,NA,NA,NA,NA,NA,NA,328,238.4166667,18,11,0.054878049,0.046137714,"ND","ND","ND","ND","ND","USGS","MINUS 2 MINUTES VOCAL OFF, WIND VAR <10KTS, PARTIAL FOG, 0 MOON, 0 WIND > 00:30","N",NA
"20040816_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,16,2004,2,"8/16/2004 19:42","8/17/2004 1:00","8/16/2004 21:00","8/17/2004 2:37",NA,NA,NA,NA,NA,NA,NA,NA,337,240.3166667,12,7,0.035608309,0.029128234,"ND","ND","ND","ND","ND","USGS","1 LESP, 6 BLSP, CLEAR PATCHY FOG, 0 MOON WIND W 5 KTS","N",NA
"20050708_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,8,2005,1,"7/8/2005 20:10","7/9/2005 1:28","7/8/2005 21:45","7/9/2005 3:00",NA,NA,NA,NA,NA,NA,NA,NA,315,223.2,40,26,0.126984127,0.116487455,"ND","ND","ND","ND","ND","USGS","MINUS 50 MIN VOCAL OFF; 4 BLSP","N",NA
"20050709_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,9,2005,2,"7/9/2005 20:09","7/10/2005 1:27","7/9/2005 21:30","7/10/2005 3:04",NA,NA,NA,NA,NA,NA,NA,NA,334,237.9333333,23,13,0.068862275,0.054637153,"ND","ND","ND","ND","ND","USGS","5 BLSP, 1 LESP; WIND <5KTS; 0:30 - 1:30 WET FOG ROLLING IN","N",NA
"20050802_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,2,2005,1,"8/2/2005 19:56","8/3/2005 1:14","8/2/2005 21:00","8/3/2005 2:04",NA,NA,NA,NA,NA,NA,NA,NA,304,254.3833333,16,13,0.052631579,0.051103977,"ND","ND","ND","ND","ND","USGS","7 BLSP, 1 LESP; 100% OC 0 WIND","N",NA
"20090423_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,4,23,2009,1,"4/23/2009 19:34","4/24/2009 0:52","4/23/2009 21:44","4/24/2009 0:05","4/24/2009 0:05","4/24/2009 1:00",NA,NA,NA,NA,NA,NA,196,188.0333333,4,4,0.020408163,0.021272824,"38 mm","9 x 2.6 m","Multiple","ND","ND","CIES field notebooks","Net in front of large crevice where netted in 1991. Netted from 20:30 to 21:44 without ASSP calls.","Y","Switched to BLSP calls @ net_open_2 to net_close_2. BNOW calling 0:45."
"20090514_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,5,14,2009,1,"5/14/2009 19:50","5/15/2009 1:08","5/14/2009 21:52","5/15/2009 1:00",NA,NA,NA,NA,NA,NA,NA,NA,188,188,17,17,0.090425532,0.090425532,"38 mm","9 x 2.6 m","ASSP","ND","CD player","CIES field notebooks","Playing ASSP CD. 25 bounce-outs.Unknown band prefix.","N",NA
"20090516_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,5,16,2009,2,"5/16/2009 19:51","5/17/2009 1:09","5/16/2009 20:45","5/17/2009 0:02","5/17/2009 0:02","5/17/2009 0:45","5/17/2009 0:45","5/17/2009 0:58",NA,NA,NA,NA,253,253,19,19,0.075098814,0.075098814,"38 mm","9 x 2.6 m","Multiple","ND","CD player","CIES field notebooks","2 bounce-outs at 21:08. Switched to BLSP CD at 0:02, switched back to ASSP 0:45. ","Y","Changing vocalization playback"
"20090624_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,24,2009,1,"6/24/2009 20:11","6/25/2009 1:29","6/24/2009 22:10","6/25/2009 1:00",NA,NA,NA,NA,NA,NA,NA,NA,170,170,19,19,0.111764706,0.111764706,"38 mm","9 x 2.6 m","ASSP","ND","CD player","CIES field notebooks","Relaxed wing measurement, ASSP CD on.","N",NA
"20090728_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,28,2009,1,"7/28/2009 20:00","7/29/2009 1:18","7/28/2009 22:00","7/29/2009 1:03","7/29/2009 1:03","7/29/2009 1:30",NA,NA,NA,NA,NA,NA,210,198.3666667,8,8,0.038095238,0.040329356,"38 mm","9 x 2.6 m","Multiple","ND","ND","CIES field notebooks","ASSP vocals on at first; net_open_2 to net_close_2 BLSP vocals on","Y","Changing vocalization playback"
"20090822_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,22,2009,1,"8/22/2009 19:35","8/23/2009 0:53","8/22/2009 21:55","8/22/2009 23:55","8/22/2009 23:58","8/23/2009 1:10",NA,NA,NA,NA,NA,NA,192,175.7166667,2,1,0.010416667,0.00569098,"38 mm","9 x 2.6 m","ASSP","ND","CD player","CIES field notebooks","Unknown CD on (likely ASSP).","Y","Double-check raw data notes for session split."
"20110630_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,30,2011,1,"6/30/2011 20:11","7/1/2011 1:29","6/30/2011 22:00","7/1/2011 1:00","7/1/2011 1:00","7/1/2011 1:33",NA,NA,NA,NA,NA,NA,213,209.2833333,14,14,0.0657277,0.066894959,"38 mm","9 x 2.6 m","Multiple","ND","ND","CIES field notebooks","ASSP vocals on at first; net_open_2 to net_close_2 BLSP vocals on","Y","Changing vocalization playback."
"20110705_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,5,2011,2,"7/5/2011 20:10","7/6/2011 1:28","7/5/2011 22:00","7/6/2011 1:00",NA,NA,NA,NA,NA,NA,NA,NA,180,180,12,12,0.066666667,0.066666667,"38 mm","9 x 2.6 m","ASSP","ND","ND","CIES field notebooks",NA,"N",NA
"20110729_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,29,2011,1,"7/29/2011 20:00","7/30/2011 1:18","7/29/2011 22:00","7/30/2011 1:00",NA,NA,NA,NA,NA,NA,NA,NA,180,180,5,5,0.027777778,0.027777778,"38 mm","9 x 2.6 m","ASSP","ND","ND","CIES field notebooks",NA,"N",NA
"20110827_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,27,2011,1,"8/27/2011 19:30","8/28/2011 0:48","8/27/2011 22:00","8/28/2011 1:00",NA,NA,NA,NA,NA,NA,NA,NA,180,168.2166667,NA,NA,NA,NA,"30 mm","9 x 2.6 m","ASSP","ND","ND","CIES field notebooks",NA,"N",NA
"20110829_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,29,2011,2,"8/29/2011 19:27","8/30/2011 0:45","8/29/2011 22:00","8/30/2011 1:00",NA,NA,NA,NA,NA,NA,NA,NA,180,165.6833333,NA,NA,NA,NA,"30 mm","9 x 2.6 m","ASSP","ND","iPod","CIES field notebooks",NA,"N",NA
"20140702_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,2,2014,1,"7/2/2014 20:11","7/3/2014 1:29","7/2/2014 21:00","7/3/2014 1:00",NA,NA,NA,NA,NA,NA,NA,NA,240,240,15,15,0.0625,0.0625,"30 mm","18 x 2.6 m ","ASSP, BLSP, LESP","ND","Triangle speaker connected to iPod","CIES field notebooks","Net on terrace of westside of Eseal Cove. Used 2 nets. Used vocalization start/end for net open/closed.","N",NA
"20140704_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,4,2014,2,"7/4/2014 20:10","7/5/2014 1:28","7/4/2014 21:00","7/5/2014 1:10",NA,NA,NA,NA,NA,NA,NA,NA,250,250,38,38,0.152,0.152,"30 mm","18 x 2.6 m ","ASSP, BLSP, LESP","ND","Triangle speaker connected to iPod","CIES field notebooks","Net on terrace west side of Eseal Cove. 1 net used. Used vocalization start/end for net open/closed.","N",NA
"20140716_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,16,2014,1,"7/16/2014 20:07","7/17/2014 1:25","7/16/2014 21:50","7/17/2014 0:00",NA,NA,NA,NA,NA,NA,NA,NA,130,130,13,13,0.1,0.1,"30 mm","18 x 2.6 m ","ND","ND","Triangle speaker connected to iPod","CIES field notebooks","2 nets, 2 speakers. Assumed 0 bounce-outs , none mentioned.","N",NA
"20140717_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,17,2014,2,"7/17/2014 20:07","7/18/2014 1:25","7/17/2014 21:35","7/18/2014 2:43",NA,NA,NA,NA,NA,NA,NA,NA,308,230.15,32,24,0.103896104,0.104279818,"30 mm","18 x 2.6 m ","ND","ND","CD player with bullhorn speaker","CIES field notebooks","2 nets, 1 call back CD player in middle. Assumed 0 bounce-outs, none mentioned.","N",NA
"20140808_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,8,2014,1,"8/8/2014 19:51","8/9/2014 1:09","8/8/2014 11:35","8/9/2014 3:30",NA,NA,NA,NA,NA,NA,NA,NA,955,114.25,3,1,0.003141361,0.008752735,"ND","ND","ND","ND","ND","CIES field notebooks","1 net, too much light in the sky for ASSP it seems.","N",NA
"20150613_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,13,2015,1,"6/13/2015 20:08","6/14/2015 1:26","6/13/2015 20:15","6/14/2015 1:05",NA,NA,NA,NA,NA,NA,NA,NA,290,290,7,7,0.024137931,0.024137931,"ND","12 x 2.6 m","ASSP","<100","Triangular speakers with iPod. Only 1 speaker on","CIES field notebooks","Only one speaker on.","N",NA
"20150722_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,22,2015,1,"7/22/2015 20:04","7/23/2015 1:22","7/22/2015 21:00","7/23/2015 2:00",NA,NA,NA,NA,NA,NA,NA,NA,300,262.6833333,18,15,0.06,0.057102976,"38 mm","12 x 2.6 m","ASSP","~100","Triangular speakers with iPod.","CIES field notebooks",NA,"N",NA
"20150809_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,9,2015,1,"8/9/2015 19:50","8/10/2015 1:08","8/9/2015 20:30","8/10/2015 2:09",NA,NA,NA,NA,NA,NA,NA,NA,339,278.5333333,11,8,0.032448378,0.028721876,"38 mm","12 x 2.6 m","ASSP","~100","Triangular speakers with iPod.","CIES field notebooks","No end time recorded, used last capture time for end time. BLSPs could be same night recaptures.","N",NA
"20150911_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,9,11,2015,1,"9/11/2015 19:10","9/12/2015 0:28","9/11/2015 21:03","9/12/2015 0:47",NA,NA,NA,NA,NA,NA,NA,NA,224,205.3666667,NA,NA,NA,NA,"38 mm","12 x 2.6 m","ASSP","~100","Triangular speakers with iPod.","CIES field notebooks","4 boats anchored near Shag Rock","N",NA
"20160507_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,5,7,2016,1,"5/7/2016 19:44","5/8/2016 1:02","5/7/2016 22:01","5/8/2016 1:56",NA,NA,NA,NA,NA,NA,NA,NA,235,181.9833333,18,16,0.076595745,0.087920139,"ND","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","No end time listed, used last capture time","N",NA
"20160603_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,3,2016,1,"6/3/2016 20:03","6/4/2016 1:21","6/3/2016 20:46","6/4/2016 1:46",NA,NA,NA,NA,NA,NA,NA,NA,300,275.6833333,27,25,0.09,0.090683756,"ND","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","No end time recorded, used last capture time.","N",NA
"20160604_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,4,2016,2,"6/4/2016 20:04","6/5/2016 1:22","6/4/2016 21:00","6/5/2016 0:03",NA,NA,NA,NA,NA,NA,NA,NA,183,183,12,12,0.06557377,0.06557377,"ND","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","Ended early due to wind. 1 ASSP bounce-out 23:06. Vision dive boat in cove.","N",NA
"20160707_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,7,2016,1,"7/7/2016 20:10","7/8/2016 1:28","7/7/2016 20:45","7/8/2016 2:02",NA,NA,NA,NA,NA,NA,NA,NA,317,283.3833333,30,28,0.094637224,0.098806093,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks",NA,"N",NA
"20160712_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,12,2016,2,"7/12/2016 20:08","7/13/2016 1:26","7/12/2016 21:02","7/13/2016 2:00",NA,NA,NA,NA,NA,NA,NA,NA,298,264.9833333,15,12,0.05033557,0.045285867,"30 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","1 bounce-out.","N",NA
"20160805_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,5,2016,1,"8/5/2016 19:53","8/6/2016 1:11","8/5/2016 20:28","8/6/2016 2:00",NA,NA,NA,NA,NA,NA,NA,NA,332,283.6166667,7,7,0.021084337,0.024681201,"ND","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks",NA,"N",NA
"20160808_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,8,2016,2,"8/8/2016 19:50","8/9/2016 1:08","8/8/2016 20:45","8/9/2016 2:05",NA,NA,NA,NA,NA,NA,NA,NA,320,263.7833333,12,8,0.0375,0.030327921,"ND","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks",NA,"N",NA
"20170526_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,5,26,2017,1,"5/26/2017 19:58","5/27/2017 1:16","5/26/2017 21:00","5/27/2017 2:00",NA,NA,NA,NA,NA,NA,NA,NA,300,256.6666667,29,26,0.096666667,0.101298701,"ND","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks",NA,"N",NA
"20180513_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,5,13,2018,1,"5/13/2018 19:49","5/14/2018 1:07","5/13/2018 20:39","5/14/2018 2:05",NA,NA,NA,NA,NA,NA,NA,NA,326,268.1833333,37,30,0.113496933,0.111863775,"38 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","2  bounce-outs","N",NA
"20180611_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,6,11,2018,1,"6/11/2018 20:07","6/12/2018 1:25","6/11/2018 21:03","6/12/2018 1:30","6/12/2018 1:30","6/12/2018 2:00",NA,NA,NA,NA,NA,NA,297,262.3333333,41,40,0.138047138,0.152477764,"38 mm","12 x 2.6 m","ASSP","~100","Multiple","CIES field notebooks","1 bounce-out. Speaker cutting out ~01:30. Died 01:40. Kept on until 02:00.","Y","Speaker died after 01:40."
"20180706_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,6,2018,1,"7/6/2018 20:10","7/7/2018 1:28","7/6/2018 21:06","7/7/2018 0:29",NA,NA,NA,NA,NA,NA,NA,NA,203,203,19,19,0.093596059,0.093596059,"38 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","Ended early due to wind. 3 bounce outs. ","N",NA
"20180707_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,7,7,2018,2,"7/7/2018 20:10","7/8/2018 1:28","7/7/2018 21:00","7/7/2018 22:45","7/7/2018 23:45","7/8/2018 2:00",NA,NA,NA,NA,NA,NA,240,208.5,30,25,0.125,0.119904077,"38 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","Closed net 22:45-23:45 due to wind. 4 bounce-outs (unk when?).","N",NA
"20180815_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,8,15,2018,1,"8/15/2018 19:44","8/16/2018 1:02","8/15/2018 21:00","8/16/2018 2:11",NA,NA,NA,NA,NA,NA,NA,NA,311,242.1166667,14,10,0.045016077,0.041302402,"38 mm","12 x 2.6 m","ASSP","~100","JBL charge speaker","CIES field notebooks","1 bounce-out.   ","N",NA
"20110624_ANI_FC","ANI","WAI","FC","Frenchy's Beach",34.007333,-119.411358,6,24,2011,1,"6/24/2011 20:13","6/25/2011 1:31","6/24/2011 21:45","6/25/2011 1:10","6/25/2011 1:13","6/25/2011 2:07",NA,NA,NA,NA,NA,NA,259,223.8166667,NA,NA,NA,NA,"38 mm","9 x 2.6 m","ND","ND","ND","CIES field notebooks","Speakers ran out of batteries 01:10. Vocals unknown for net_open_1 to net_close_1. Switched to CD player at 01:13; vocals unknown.","Y","Used 2 nets at Frenchy's Cove that night. Net set up on north beach towards west side. Another net up slope and to the east. "
"20110624_ANI_FC","ANI","WAI","FC","Frenchy's Beach",34.007333,-119.411358,6,24,2011,1,"6/24/2011 20:13","6/25/2011 1:31","6/24/2011 21:10","6/25/2011 0:28","6/25/2011 0:28","6/25/2011 2:00","6/25/2011 2:00","6/25/2011 2:30",NA,NA,NA,NA,320,261.8166667,NA,NA,NA,NA,"38 mm","9 x 2.6 m","Multiple","ND","MP3","CIES field notebooks","ASSP broadcast with MP3. Speakers quit 0:28, switched to CD. Net_open_3 to net_close_3 BLSP vocals on.","Y","Changing vocalization playback, see notes. Used 2 nets at Frenchy's Cove that night. Net set up on north side, east end, upper beach."
"20120616_ANI_FC","ANI","WAI","FC","Frenchy's Beach",34.007333,-119.411358,6,16,2012,1,"6/16/2012 20:12","6/17/2012 1:30","6/16/2012 21:40","6/17/2012 1:50","6/17/2012 1:50","6/17/2012 2:20",NA,NA,NA,NA,NA,NA,280,230.2166667,NA,NA,NA,NA,"30 mm","9 x 2.6 m","Multiple","ND","CD player","CIES field notebooks","Speakers standardized to HRC CD player. ASSP vocals on net_open_1 to net_close_1. BLSP vocals on net_open_2 to net_close_2.","Y","Changing vocalization playback."
"20140712_SCI_HT","SCI","SR","HT","HighTerrace",34.04733,-119.546765,7,12,2014,1,"7/12/2014 20:12","7/13/2014 1:30","7/12/2014 21:19","7/13/2014 1:40",NA,NA,NA,NA,NA,NA,NA,NA,261,251.5666667,12,12,0.045977011,0.047701073,"ND","ND","ASSP","ND","ND","CIES field notebooks","Assumed 0 bounce-outs , none mentioned.","N",NA
"20140711_SCI_LSH","SCI","SCI","LSH","Little Scorpion Headland",34.044894,-119.546629,7,11,2014,1,NA,NA,"7/11/2014 21:20","7/11/2014 22:50","7/11/2014 23:20","7/12/2014 3:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND","ASSP","ND","ND","CIES field notebooks","Used 1 net. NW swell 2-5ft. Wx 5-10 kts NW, clear, ~65 degrees, full moon.","Y","Needs filled in."
"20140725_SCI_LSH","SCI","SCI","LSH","Little Scorpion Headland",34.044894,-119.546629,7,25,2014,1,NA,NA,"7/25/2014 21:15","7/26/2014 0:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND","ASSP","ND","ND","CIES field notebooks","1 net. Used last capture time as net close time (did not record). Wx foggy 80% NW wind 6-10 kts, 1-2 ft swell, new moon.","Y","Needs filled in. Used last capture time as net close time."
"19960623_SBI_NCliffs","SBI","SBI","NCliffs","North Cliffs",33.488461,-119.030192,6,23,1996,1,"6/23/1996 20:10","6/24/1996 1:28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,17,NA,NA,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"Y","No net open time"
"19960717_SBI_NCliffs","SBI","SBI","NCliffs","North Cliffs",33.488461,-119.030192,7,17,1996,1,"7/17/1996 20:06","7/18/1996 1:24","7/17/1996 23:00","7/18/1996 2:20",NA,NA,NA,NA,NA,NA,NA,NA,200,144.8,27,16,0.135,0.110497238,"38 mm","12 x 2.6 m","ASSP","ND","Regular sized cassette tape player with no external speakers","Pt Blue",NA,"N",NA
"20090629_SBI_NCliffs","SBI","SBI","NCliffs","North Cliffs",33.488461,-119.030192,6,29,2009,1,"6/29/2009 20:11","6/30/2009 1:29","6/29/2009 22:00","6/29/2009 23:50",NA,NA,NA,NA,NA,NA,NA,NA,110,110,3,3,0.027272727,0.027272727,"38 mm","9 x 2.6 m","ASSP","ND","CD player","CIES field notebooks","Netting at AP (Cliffs north of weather station); ended early due to wind. Used ASSP CD.","N",NA
"20110703_SBI_NCliffs","SBI","SBI","NCliffs","North Cliffs",33.488461,-119.030192,7,3,2011,1,"7/3/2011 20:11","7/4/2011 1:29","7/3/2011 22:20","7/4/2011 0:00","7/4/2011 0:00","7/4/2011 0:52","7/4/2011 0:52","7/4/2011 1:45",NA,NA,NA,NA,205,189.0833333,1,1,0.004878049,0.005288673,"38 mm","9 x 2.6 m","Multiple","ND","ND","CIES field notebooks","Netting at cliffs below weather station. BLSP vocals on net_open_1 to net_close_1. LESP vocals on net_open_2 to net_close_2. BLSP vocals on net_open_3 to net_close_3.","Y","Changing vocalization playback."
"20110727_SBI_NCliffs","SBI","SBI","NCliffs","North Cliffs",33.488461,-119.030192,7,27,2011,1,"7/27/2011 20:01","7/28/2011 1:19","7/27/2011 22:00","7/28/2011 1:01",NA,NA,NA,NA,NA,NA,NA,NA,181,181,14,14,0.077348066,0.077348066,"38 mm","9 x 2.6 m","ASSP","ND","iPod","CIES field notebooks","Netting below and east of weather station near XAMU nest 1301.","N",NA
"20100607_SBI_NTP","SBI","SBI","NTP","Nature Trail Plot",33.480059,-119.028972,6,7,2010,1,"6/7/2010 20:05","6/8/2010 1:23","6/7/2010 22:30","6/7/2010 23:00","6/7/2010 23:00","6/7/2010 23:35",NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,"38 mm","6 x 2.6 m","Multiple","ND","CD player","CIES field notebooks","ASSP CD on first; net_open_2 to net_close_2 BLSP CD on. Short net used. At Marker #7.","Y","Changing vocalization playback."
"20140719_SBI_NTP","SBI","SBI","NTP","Nature Trail Plot",33.480059,-119.028972,7,19,2014,1,"7/19/2014 20:06","7/20/2014 1:24","7/19/2014 21:16","7/19/2014 22:04","7/19/2014 22:04","7/19/2014 22:20","7/19/2014 22:20","7/19/2014 22:43","7/19/2014 22:43","7/19/2014 23:43","7/19/2014 23:43","7/20/2014 1:15",239,239,10,10,0.041841004,0.041841004,"ND","ND","ND","ND","Multiple","CIES field notebooks","Single net, single speaker in center. Switched to iPod at 22:04, changed batteries, start CD player 22:20, at 22:43 used iPod. At 23:43 used CD player. Assumed 0 bounce-outs.","Y","Changing speaker systems."
"20050528_SMI_PI1","SMI","PI","PI1","Prince Island 1",34.056323,-120.332024,5,28,2005,1,"5/28/2005 20:06","5/29/2005 1:24","5/28/2005 22:35","5/28/2005 23:00","5/28/2005 23:34","5/29/2005 2:00",NA,NA,NA,NA,NA,NA,171,135.6,NA,NA,NA,NA,"ND","ND","ND","ND","ND","USGS","WIND NW 10-15 OFF PI, 1/2 MOON RISING 1:30 AM","Y","NA no captured"
"20050529_SMI_PI1","SMI","PI","PI1","Prince Island 1",34.056323,-120.332024,5,29,2005,2,"5/29/2005 20:07","5/30/2005 1:25","5/29/2005 21:57","5/30/2005 2:30",NA,NA,NA,NA,NA,NA,NA,NA,273,208.2333333,NA,NA,NA,NA,"ND","ND","ND","ND","ND","USGS","WIND NW 15-20 KTS OFF PI, CLEAR SKY","N",NA
"20050701_SMI_PI1","SMI","PI","PI1","Prince Island 1",34.056323,-120.332024,7,1,2005,1,"7/1/2005 20:17","7/2/2005 1:35","7/1/2005 22:23","7/2/2005 0:28",NA,NA,NA,NA,NA,NA,NA,NA,125,125,10,10,0.08,0.08,"ND","ND","ND","ND","ND","USGS","100%OC, WINDS <5KTS VARIABLE","N",NA
