"session_ID","island_code","subisland_code","site_code","site_name","lat","long","session_date","session_year","session_month","session_day","series_ID","app_sunset","std_ending","net_open_1","net_close_1","net_open_2","net_close_2","net_open_3","net_close_3","net_open_4","net_close_4","net_open_5","net_close_5","min","min_std","ASSP","ASSPstd","CPUEraw","CPUEstd","BPfreq_Y","BPfreq_N","net_mesh","net_dim","spp_audio_file","dB_level","speaker_system","org","notes","flagged","flagged_notes"
"2016-07-05_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-07-05,2016,7,5,1,2016-07-05 20:17:25,2016-07-06 01:35:25,2016-07-05 20:45:00,2016-07-06 01:50:00,NA,NA,NA,NA,NA,NA,NA,NA,305,290.416666666667,12,12,0.039344262295082,0.0413199426111908,0.25,0.75,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MC, EK, clouds: 70%, wind: 5k, first sighting: 21:20, BAOW heard at 2113 (and possible BAOW predated WEGU chick found the following day), fishing boat with bright lights present to the SE all night btwn SRI and SMI ","N",NA
"2016-07-06_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2016-07-06,2016,7,6,1,2016-07-06 20:10:33,2016-07-07 01:28:33,2016-07-06 20:30:00,2016-07-07 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,330,298.55,34,34,0.103030303030303,0.113883771562552,0.323529411764706,0.676470588235294,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2016-07-06_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-07-06,2016,7,6,1,2016-07-06 20:14:04,2016-07-07 01:32:04,2016-07-06 20:50:00,2016-07-07 01:23:00,2016-07-07 01:25:00,2016-07-07 02:00:00,NA,NA,NA,NA,NA,NA,308,280.066666666667,20,20,0.0649350649350649,0.0714115686741251,0.25,0.75,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","speaker power off 01:23, back on 01:25","N",NA
"2016-07-06_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-07-06,2016,7,6,2,2016-07-06 20:17:14,2016-07-07 01:35:14,2016-07-06 20:44:00,2016-07-07 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,316,291.233333333333,6,6,0.0189873417721519,0.0206020373125787,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MC, EK, clouds: 90% (100% @ 00:00), wind: 5-10k, first sighting: 21:35, first call: 21:32, bright cloudy windy night, lots of avoidance","N",NA
"2016-07-07_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2016-07-07,2016,7,7,1,2016-07-07 20:10:23,2016-07-08 01:28:23,2016-07-07 20:45:00,2016-07-08 02:02:00,NA,NA,NA,NA,NA,NA,NA,NA,317,283.383333333333,30,30,0.0946372239747634,0.105863671116862,0.333333333333333,0.666666666666667,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2016-07-07_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-07-07,2016,7,7,2,2016-07-07 20:13:52,2016-07-08 01:31:52,2016-07-07 21:00:00,2016-07-08 00:18:00,NA,NA,NA,NA,NA,NA,NA,NA,198,198,12,12,0.0606060606060606,0.0606060606060606,0.583333333333333,0.416666666666667,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Wind came up around 23:00 steady 10kt gusts to 15kt, end early due to wind. 1 bouce-out.","N",NA
"2016-07-08_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2016-07-08,2016,7,8,2,2016-07-08 20:10:07,2016-07-09 01:28:07,2016-07-08 21:00:00,2016-07-09 02:13:00,NA,NA,NA,NA,NA,NA,NA,NA,313,268.116666666667,15,15,0.0479233226837061,0.0559457947410952,0.266666666666667,0.733333333333333,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","10 bounce-outs","N",NA
"2016-07-12_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2016-07-12,2016,7,12,2,2016-07-12 20:08:59,2016-07-13 01:26:59,2016-07-12 21:02:00,2016-07-13 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,298,264.983333333333,15,15,0.0503355704697987,0.0566073337945783,0.266666666666667,0.733333333333333,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 bounce-out.","N",NA
"2016-07-30_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-07-30,2016,7,30,1,2016-07-30 20:01:52,2016-07-31 01:19:52,2016-07-30 21:30:00,2016-07-31 02:02:00,NA,NA,NA,NA,NA,NA,NA,NA,272,229.866666666667,31,31,0.113970588235294,0.134860788863109,0.258064516129032,0.741935483870968,30,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","10+ boats anchored nearby","N",NA
"2016-07-31_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-07-31,2016,7,31,2,2016-07-31 20:01:04,2016-08-01 01:19:04,2016-07-31 20:38:00,2016-08-01 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,322,281.066666666667,25,25,0.077639751552795,0.0889468690702086,0.16,0.84,30,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Boat with bright spotlight 21:09. 5 bounce-outs.","N",NA
"2016-08-01_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-08-01,2016,8,1,3,2016-08-01 20:00:13,2016-08-02 01:18:13,2016-08-01 21:10:00,2016-08-02 02:03:00,NA,NA,NA,NA,NA,NA,NA,NA,293,248.216666666667,11,11,0.037542662116041,0.0443161216678976,0.0909090909090909,0.909090909090909,30,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2016-08-03_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2016-08-03,2016,8,3,1,2016-08-03 19:55:21,2016-08-04 01:13:21,2016-08-03 20:27:00,2016-08-04 02:03:00,NA,NA,NA,NA,NA,NA,NA,NA,336,286.35,10,10,0.0297619047619048,0.034922297887201,0.3,0.7,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","5 bounce-outs","N",NA
"2016-08-04_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2016-08-04,2016,8,4,2,2016-08-04 19:54:28,2016-08-05 01:12:28,2016-08-04 20:31:00,2016-08-05 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,209,209,8,8,0.0382775119617225,0.0382775119617225,0.25,0.75,30,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2016-08-04_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-08-04,2016,8,4,1,2016-08-04 20:00:45,2016-08-05 01:18:45,2016-08-04 20:35:00,2016-08-05 01:32:00,NA,NA,NA,NA,NA,NA,NA,NA,297,283.75,11,11,0.037037037037037,0.0387665198237885,0.181818181818182,0.818181818181818,NA,NA,NA,NA,NA,"USGS WERC","obs: MC, Zeke; clouds = 100%; wind = >5knts; first ASSP seen 20:57","N",NA
"2016-08-05_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2016-08-05,2016,8,5,1,2016-08-05 19:53:37,2016-08-06 01:11:37,2016-08-05 20:28:00,2016-08-06 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,332,283.616666666667,7,7,0.0210843373493976,0.0246812011517894,0,1,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2016-08-05_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-08-05,2016,8,5,2,2016-08-05 19:59:49,2016-08-06 01:17:49,2016-08-05 20:25:00,2016-08-06 01:25:00,NA,NA,NA,NA,NA,NA,NA,NA,300,292.816666666667,10,10,0.0333333333333333,0.0341510615288292,0.3,0.7,NA,NA,NA,NA,NA,"USGS WERC","obs: MC, Zeke; clouds = 100%; wind = 5-10 knts; first ASSP seen 20:44","N",NA
"2016-08-06_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2016-08-06,2016,8,6,3,2016-08-06 19:58:53,2016-08-07 01:16:53,2016-08-06 20:25:00,2016-08-07 01:25:00,NA,NA,NA,NA,NA,NA,NA,NA,300,291.883333333333,5,5,0.0166666666666667,0.0171301319020157,0,1,NA,NA,NA,NA,NA,"USGS WERC","obs: MC, Zeke; clouds = 95%; wind 5-10knts; first ASSP seen 20:44; BNOW hear at 2152 (not heard nights 1 & 2)","N",NA
"2016-08-08_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2016-08-08,2016,8,8,2,2016-08-08 19:50:47,2016-08-09 01:08:47,2016-08-08 20:45:00,2016-08-09 02:05:00,NA,NA,NA,NA,NA,NA,NA,NA,320,263.783333333333,12,12,0.0375,0.0454918809629115,0.333333333333333,0.666666666666667,NA,"12 x 2.6","ASSP","~100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2016-07-08_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2016-07-08,2016,7,8,3,2016-07-08 20:13:37,2016-07-09 01:31:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 x 2.6","ASSP","~100",NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Did not open net, too windy","N",NA
"2016-05-17_SBI_WP","SBI","SBI","WP","Websters Point",33.481075,-119.046301,2016-05-17,2016,5,17,1,2016-05-17 19:52:34,2016-05-18 01:10:34,2016-05-17 21:20:00,2016-05-18 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,190,190,NA,NA,NA,NA,NA,NA,NA,"12 x 2.6","ASSP","<100","JBL charge speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time listed, used last capture time. Speakers were very quiet and batteries died.","N",NA
"2015-06-12_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2015-06-12,2015,6,12,1,2015-06-12 20:07:36,2015-06-13 01:25:36,2015-06-12 21:15:00,2015-06-13 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,285,250.6,21,21,0.0736842105263158,0.0837988826815643,0.0952380952380952,0.904761904761905,NA,"12 x 2.6","ASSP","<100","Triangular speakers with iPod.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Speaker dB max at 99.7dB, change speaker at 23:50","N",NA
"2015-06-13_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2015-06-13,2015,6,13,1,2015-06-13 20:08:02,2015-06-14 01:26:02,2015-06-13 20:15:00,2015-06-14 01:05:00,NA,NA,NA,NA,NA,NA,NA,NA,290,290,7,7,0.0241379310344828,0.0241379310344828,0,1,NA,"12 x 2.6","ASSP","<100","Triangular speakers with iPod. Only 1 speaker on","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Only one speaker on.","N",NA
"2015-06-16_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2015-06-16,2015,6,16,1,2015-06-16 20:12:38,2015-06-17 01:30:38,2015-06-16 21:20:00,2015-06-17 01:45:00,NA,NA,NA,NA,NA,NA,NA,NA,265,250.633333333333,12,12,0.0452830188679245,0.0478787072749036,0.583333333333333,0.416666666666667,NA,"12 x 2.6","ASSP","~100","Large CD player with bullhorn speaker.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Closed net early due to wind.","N",NA
"2015-06-17_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2015-06-17,2015,6,17,2,2015-06-17 20:12:57,2015-06-18 01:30:57,2015-06-17 21:13:00,2015-06-18 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,287,257.95,15,15,0.0522648083623693,0.0581508044194611,0.466666666666667,0.533333333333333,NA,"12 x 2.6","ASSP","~100","Large CD player with bullhorn speaker.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Completely socked in 00:08.","N",NA
"2015-06-17_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-06-17,2015,6,17,1,2015-06-17 20:16:06,2015-06-18 01:34:06,2015-06-17 20:50:00,2015-06-18 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,310,284.1,30,30,0.0967741935483871,0.105596620908131,0.6,0.4,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, EK, MC. 100% OC, light miderate layer, WNW @ 10knots, heard LESP @ 2255, first petrel fewl by at 2114, net fell for approx 5min at 2240, 2345: dark- no moon/stars visible, light winds","N",NA
"2015-06-18_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-06-18,2015,6,18,2,2015-06-18 20:16:24,2015-06-19 01:34:24,2015-06-18 20:45:00,2015-06-19 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,315,289.4,19,19,0.0603174603174603,0.0656530753282654,0.611111111111111,0.388888888888889,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, EK, MC. winds= 10-15knots, clear sky, windier at sea than 6/17.  0015: clear sky, light winds","N",NA
"2015-06-19_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-06-19,2015,6,19,3,2015-06-19 20:16:39,2015-06-20 01:34:39,2015-06-19 20:50:00,2015-06-20 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,310,284.65,12,12,0.0387096774193548,0.0421570349552082,0.75,0.25,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: JA, EK, MC. clear sky, setting sliver moon, breezy, 25knots offshore NW wind, similar to 6/18.  2134- first petrel flyby","N",NA
"2015-07-09_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2015-07-09,2015,7,9,1,2015-07-09 20:10:03,2015-07-10 01:28:03,2015-07-09 20:11:00,2015-07-10 01:43:00,NA,NA,NA,NA,NA,NA,NA,NA,332,317.05,11,11,0.0331325301204819,0.034694843084687,0.454545454545455,0.545454545454545,NA,"12 x 2.6","ASSP","~100","Triangular speakers with iPod.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time recorded, used last capture time for end time. Poss BNOW heard at 22:10.","N",NA
"2015-07-12_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-07-12,2015,7,12,1,2015-07-12 20:15:49,2015-07-13 01:33:49,2015-07-12 20:43:00,2015-07-12 21:53:00,2015-07-12 22:20:00,2015-07-12 23:01:00,2015-07-12 23:43:00,2015-07-13 02:00:00,NA,NA,NA,NA,248,221.816666666667,16,16,0.0645161290322581,0.0721316402434442,0.25,0.75,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: LH, EK. clouds=0%, wind=10knots, vocalizations off 2153-2220 due to large amount of birds in net","N",NA
"2015-07-13_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-07-13,2015,7,13,2,2015-07-13 20:15:28,2015-07-14 01:33:28,2015-07-13 20:48:00,2015-07-14 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,312,285.466666666667,23,23,0.0737179487179487,0.080569827183559,0.391304347826087,0.608695652173913,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: LH, EK. clouds=100%, winds=15knots, first fly-by: 2111","N",NA
"2015-07-14_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-07-14,2015,7,14,3,2015-07-14 20:15:05,2015-07-15 01:33:05,2015-07-14 20:33:00,2015-07-15 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,327,300.083333333333,13,13,0.0397553516819572,0.0433212996389892,0.538461538461538,0.461538461538462,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: LH, EK. clouds=100%, winds=10knots, fist fly-by 2103","N",NA
"2015-07-16_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2015-07-16,2015,7,16,1,2015-07-16 20:11:06,2015-07-17 01:29:06,2015-07-16 21:15:00,2015-07-17 02:02:00,NA,NA,NA,NA,NA,NA,NA,NA,287,254.1,23,23,0.0801393728222996,0.0905155450609996,0.652173913043478,0.347826086956522,NA,"12 x 2.6","ASSP","~100","Large CD player with bullhorn speaker.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","8 bounce-outs between 21:49-22:12. No end time recorded, used last capture time as end time. 1st petrels flying over 21:30.","N",NA
"2015-07-22_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2015-07-22,2015,7,22,1,2015-07-22 20:04:41,2015-07-23 01:22:41,2015-07-22 21:00:00,2015-07-23 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,300,262.683333333333,18,18,0.06,0.0685235708394138,0.333333333333333,0.666666666666667,38,"12 x 2.6","ASSP","~100","Triangular speakers with iPod.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2015-07-23_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2015-07-23,2015,7,23,1,2015-07-23 20:04:03,2015-07-24 01:22:03,2015-07-23 21:00:00,2015-07-24 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,300,262.05,16,16,0.0533333333333333,0.0610570501812631,0.25,0.75,38,"12 x 2.6","ASSP","~100","Triangular speakers with iPod.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2nd BLSP captured could be same night recapture (not banded)","N",NA
"2015-08-08_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2015-08-08,2015,8,8,1,2015-08-08 19:51:27,2015-08-09 01:09:27,2015-08-08 20:25:00,2015-08-09 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,335,284.45,12,12,0.0358208955223881,0.0421866760414836,0.333333333333333,0.666666666666667,38,"12 x 2.6","ASSP","~100","Triangular speakers with iPod.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2nd and 3rd BLSP captured could be same night recaptures? 16 boats with lights on in Landing Cove","N",NA
"2015-08-09_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2015-08-09,2015,8,9,1,2015-08-09 19:50:32,2015-08-10 01:08:32,2015-08-09 20:30:00,2015-08-10 02:09:00,NA,NA,NA,NA,NA,NA,NA,NA,339,278.533333333333,11,11,0.0324483775811209,0.0394925801819053,0.272727272727273,0.727272727272727,38,"12 x 2.6","ASSP","~100","Triangular speakers with iPod.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","No end time recorded, used last capture time for end time. BLSPs could be same night recaptures.","N",NA
"2015-08-09_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-08-09,2015,8,9,1,2015-08-09 19:56:41,2015-08-10 01:14:41,2015-08-09 20:54:00,2015-08-10 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,306,260.683333333333,7,7,0.0228758169934641,0.0268525030368903,0.142857142857143,0.857142857142857,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: RC, MC. winds=5knots","N",NA
"2015-08-10_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-08-10,2015,8,10,2,2015-08-10 19:55:41,2015-08-11 01:13:41,2015-08-10 20:30:00,2015-08-11 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,330,283.683333333333,13,13,0.0393939393939394,0.0458257446683509,0.583333333333333,0.416666666666667,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: RC, MC.","N",NA
"2015-08-11_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-08-11,2015,8,11,3,2015-08-11 19:54:40,2015-08-12 01:12:40,2015-08-11 20:33:00,2015-08-12 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,327,279.666666666667,14,14,0.0428134556574924,0.0500595947556614,0.214285714285714,0.785714285714286,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: RC, MC.","N",NA
"2015-09-08_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-09-08,2015,9,8,1,2015-09-08 19:20:00,2015-09-09 00:38:00,2015-09-08 20:05:00,2015-09-09 01:40:00,NA,NA,NA,NA,NA,NA,NA,NA,335,273,6,6,0.017910447761194,0.021978021978022,0.5,0.5,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MC, EK. Clouds=0%, winds=3knots","N",NA
"2015-09-09_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-09-09,2015,9,9,2,2015-09-09 19:18:37,2015-09-10 00:36:37,2015-09-09 20:05:00,2015-09-10 01:35:00,NA,NA,NA,NA,NA,NA,NA,NA,330,271.616666666667,4,4,0.0121212121212121,0.0147266368043198,0.75,0.25,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MC, EK. Clouds=0%, winds=3knots. First fly-by 20:19 (bounce out)","N",NA
"2015-09-10_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2015-09-10,2015,9,10,1,2015-09-10 19:11:42,2015-09-11 00:29:42,2015-09-10 21:07:00,2015-09-11 00:55:00,NA,NA,NA,NA,NA,NA,NA,NA,228,202.7,1,1,0.0043859649122807,0.00493339911198816,1,0,38,"12 x 2.6","ASSP","~100","Triangular speakers with iPod.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Loud south swell","N",NA
"2015-09-10_SMI_PI","SMI","PI","PI","Prince Island",34.056323,-120.332024,2015-09-10,2015,9,10,3,2015-09-10 19:17:13,2015-09-11 00:35:13,2015-09-10 20:04:00,2015-09-11 01:04:00,NA,NA,NA,NA,NA,NA,NA,NA,300,271.216666666667,1,1,0.00333333333333333,0.00368708904320039,1,0,NA,NA,NA,NA,NA,"USGS WERC","100DB, obs: MC, EK. Clouds=10%, winds=3knots. First fly-by 21:07","N",NA
"2015-09-11_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2015-09-11,2015,9,11,1,2015-09-11 19:10:22,2015-09-12 00:28:22,2015-09-11 21:03:00,2015-09-12 00:47:00,NA,NA,NA,NA,NA,NA,NA,NA,224,205.366666666667,NA,NA,NA,NA,NA,NA,38,"12 x 2.6","ASSP","~100","Triangular speakers with iPod.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","4 boats anchored near Shag Rock","N",NA
"2015-09-15_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2015-09-15,2015,9,15,1,2015-09-15 19:07:03,2015-09-16 00:25:03,2015-09-15 20:45:00,2015-09-16 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,315,220.05,NA,NA,NA,NA,NA,NA,38,"12 x 2.6","ASSP","~100","Large CD player with bullhorn speaker.","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","~0900 fog and mist set in","N",NA
"2014-06-23_SCI_SR","SCI","SR","SR","Scorpion Rock",34.047666,-119.547674,2014-06-23,2014,6,23,1,2014-06-23 20:14:22,2014-06-24 01:32:22,2014-06-23 22:30:00,2014-06-24 02:30:00,NA,NA,NA,NA,NA,NA,NA,NA,240,182.366666666667,9,9,0.0375,0.049351124108938,1,0,NA,NA,NA,NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Net at lower terrace of SE side of Scorpion Rock. Many ASSP seen flying just above net, several bounced out [no # specified]. Used vocalization start/end for net open/closed.","N",NA
"2014-07-02_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2014-07-02,2014,7,2,1,2014-07-02 20:11:11,2014-07-03 01:29:11,2014-07-02 21:00:00,2014-07-03 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,240,240,15,15,0.0625,0.0625,0.733333333333333,0.266666666666667,30,"18 x 2.6 ","Multiple",NA,"Triangle speaker connected to iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Net on terrace of westside of Eseal Cove. Used 2 nets. Used vocalization start/end for net open/closed.","Y","Changing vocalization playback."
"2014-07-04_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2014-07-04,2014,7,4,2,2014-07-04 20:10:59,2014-07-05 01:28:59,2014-07-04 21:00:00,2014-07-05 01:10:00,NA,NA,NA,NA,NA,NA,NA,NA,250,250,38,38,0.152,0.152,0.5,0.5,30,NA,"Multiple",NA,"Triangle speaker connected to iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Net on terrace west side of Eseal Cove. 1 net used. Used vocalization start/end for net open/closed.","Y","Changing vocalization playback."
"2014-07-05_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2014-07-05,2014,7,5,1,2014-07-05 20:10:48,2014-07-06 01:28:48,2014-07-05 21:00:00,2014-07-06 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,240,240,18,18,0.075,0.075,0.411764705882353,0.588235294117647,30,NA,"Multiple",NA,"Triangle speaker connected to iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","On arch, 1 net. Used vocalization start/end for net open/closed. Ran out of bands at end of night, same night recaps UNK.","Y","Changing vocalization playback."
"2014-07-07_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2014-07-07,2014,7,7,1,2014-07-07 20:10:28,2014-07-08 01:28:28,2014-07-07 21:20:00,2014-07-08 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,280,248.466666666667,1,1,0.00357142857142857,0.00402468473302924,1,0,30,"18 x 2.6 ","Multiple",NA,"Triangle speaker connected to iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 nets used. Did not band any ASSP; therefore, same night recaps UNK.","Y","Changing vocalization playback."
"2014-07-11_SCI_LSH","SCI","SCI","LSH","Little Scorpion Headland",34.044894,-119.546629,2014-07-11,2014,7,11,1,2014-07-11 20:12:53,2014-07-12 01:30:53,2014-07-11 21:20:00,2014-07-11 22:50:00,2014-07-11 23:20:00,2014-07-12 03:00:00,NA,NA,NA,NA,NA,NA,310,220.883333333333,17,NA,0.0548387096774194,NA,0.529411764705882,0.470588235294118,NA,NA,"ASSP",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Used 1 net. NW swell 2-5ft. Wx 5-10 kts NW, clear, ~65 degrees, full moon.","N",NA
"2014-07-12_SCI_HT","SCI","SR","HT","HighTerrace",34.04733,-119.546765,2014-07-12,2014,7,12,1,2014-07-12 20:12:34,2014-07-13 01:30:34,2014-07-12 21:19:00,2014-07-13 01:40:00,NA,NA,NA,NA,NA,NA,NA,NA,261,251.566666666667,10,10,0.0383141762452107,0.0397508943951238,0.7,0.3,NA,NA,"ASSP",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Assumed 0 bounce-outs , none mentioned.","N",NA
